# Receiving,Kickoff Returns,Punt Returns,Fumbles
# PID,TID,Season,Week,Rec,Tgt,Yds,Y/R,Lng,TD,KR,Yds,Avg,Long,TD,PR,Yds,Avg,Long,TD,Fum,FumL
NYGWR014,NYG,2010,17,2,N/A,19,9.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR011,GNB,2010,17,2,N/A,39,19.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR014,NYJ,2010,17,1,N/A,52,52.0,52,1,0,0,0,0,0,0,0,0,0,0,0,0
PITWR005,NYJ,2010,17,3,N/A,32,10.7,18,0,0,0,N/A,N/A,0,3,21,7.0,15,0,0,0
MINWR021,MIN,2010,17,2,N/A,16,8.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,ATL,2010,17,5,N/A,52,10.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR004,SDG,2010,17,2,N/A,20,10.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR016,BAL,2010,17,2,N/A,9,4.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR009,ATL,2010,17,2,N/A,26,13.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2010,17,9,N/A,74,8.2,18,0,0,0,0,0,0,0,0,0,0,0,1,1
GNBWR003,GNB,2010,17,5,N/A,41,8.2,21,0,0,0,0,0,0,0,0,0,0,0,1,1
PITWR012,PIT,2010,17,5,N/A,45,9.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR003,TEN,2010,17,1,N/A,18,18.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2010,17,9,N/A,68,7.6,12,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR015,KAN,2010,17,2,N/A,22,11.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR015,DET,2010,17,3,N/A,49,16.3,23,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR002,DEN,2010,17,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR019,BAL,2010,17,0,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,1
OAKWR008,BAL,2010,17,2,N/A,17,8.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR010,SEA,2010,17,3,N/A,16,5.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR019,SDG,2010,17,2,N/A,57,28.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR009,NOR,2010,17,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR015,HOU,2010,17,5,N/A,70,14.0,32,0,0,0,N/A,N/A,0,3,26,8.7,13,0,0,0
KANWR032,KAN,2010,17,5,N/A,68,13.6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2010,17,6,N/A,62,10.3,14,1,0,0,0,0,0,0,0,0,0,0,0,0
DALWR009,DAL,2010,17,2,N/A,62,31.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR016,STL,2010,17,2,N/A,14,7.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR019,JAC,2010,17,3,N/A,68,22.7,44,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR019,SDG,2010,17,4,N/A,79,19.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR020,CLE,2010,17,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR019,CAR,2010,17,2,N/A,56,28.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR031,ARI,2010,17,4,N/A,26,6.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR001,GNB,2010,17,1,N/A,8,8.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR021,SEA,2010,17,5,N/A,39,7.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR017,SFO,2010,17,2,N/A,41,20.5,37,1,2,43,21.5,24,0,1,0,0.0,0,0,1,0
CHIWR002,MIA,2010,17,5,N/A,97,19.4,35,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR015,SEA,2010,17,3,N/A,85,28.3,61,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR010,TEN,2010,17,1,N/A,38,38.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR021,CHI,2010,17,7,N/A,63,9.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2010,17,3,N/A,53,17.7,26,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR014,MIN,2010,17,1,N/A,13,13.0,13,0,0,0,N/A,N/A,0,3,9,3.0,8,0,0,0
NORWR016,NOR,2010,17,6,N/A,53,8.8,21,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR004,NYJ,2010,17,1,N/A,17,17.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR004,PHI,2010,17,1,N/A,21,21.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR016,NYG,2010,17,6,N/A,70,11.7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR006,CHI,2010,17,1,N/A,16,16.0,16,0,0,0,N/A,N/A,0,2,35,17.5,19,0,0,0
MINWR009,GNB,2010,17,4,N/A,97,24.3,46,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR006,TEN,2010,17,0,0,0,0,0,0,4,119,29.8,47,0,2,7,3.5,5,0,0,0
WASWR008,WAS,2010,17,0,0,0,0,0,0,3,70,23.3,28,0,3,73,24.3,29,0,0,0
STLWR008,OAK,2010,17,0,0,0,0,0,0,0,0,N/A,N/A,0,2,4,2.0,4,0,0,0
NORWR017,NOR,2010,17,0,0,0,0,0,0,6,142,23.7,27,0,0,0,N/A,N/A,0,0,0
CHIWR011,ATL,2010,17,0,0,0,0,0,0,1,20,20.0,20,0,3,75,25.0,55,1,0,0
JACWR002,CIN,2010,17,0,0,0,0,0,0,0,0,N/A,N/A,0,4,49,12.3,20,0,0,0
CLEWR020,CLE,2011,1,3,N/A,77,25.7,56,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR001,PIT,2011,1,8,N/A,107,13.4,26,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR004,TEN,2011,1,5,N/A,136,27.2,80,2,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR005,NYG,2011,1,7,N/A,122,17.4,68,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR015,MIN,2011,1,2,N/A,7,3.5,5,0,1,103,103.0,103,1,0,0,N/A,N/A,0,0,0
DETWR002,JAC,2011,1,8,N/A,55,6.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR007,MIA,2011,1,4,N/A,47,11.8,16,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR029,DAL,2011,1,2,N/A,12,6.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR011,CLE,2011,1,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR010,NWE,2011,1,1,N/A,9,9.0,9,0,2,65,32.5,37,0,5,59,11.8,17,0,0,0
MIAWR012,STL,2011,1,3,N/A,50,16.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR005,CHI,2011,1,3,N/A,60,20.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR012,PHI,2011,1,1,N/A,20,20.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR007,SFO,2011,1,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR002,NWE,2011,1,1,N/A,46,46.0,46,0,1,22,22.0,22,0,0,0,N/A,N/A,0,0,0
HOUWR020,NYJ,2011,1,3,N/A,19,6.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR023,NYG,2011,1,4,N/A,49,12.3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR008,ATL,2011,1,2,N/A,10,5.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR015,ARI,2011,1,3,N/A,105,35.0,70,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR003,IND,2011,1,3,N/A,39,13.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR005,BUF,2011,1,4,N/A,66,16.5,27,1,0,0,0,0,0,0,0,0,0,0,0,0
INDWR017,OAK,2011,1,4,N/A,44,11.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR008,WAS,2011,1,2,N/A,24,12.0,18,1,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR003,STL,2011,1,5,N/A,45,9.0,18,0,0,0,N/A,N/A,0,1,0,0.0,0,0,1,0
CLEWR001,MIA,2011,1,5,N/A,92,18.4,26,0,0,0,N/A,N/A,0,2,11,5.5,6,0,0,0
DALWR001,DAL,2011,1,3,N/A,71,23.7,42,1,0,0,N/A,N/A,0,1,12,12.0,12,0,0,0
KANWR017,KAN,2011,1,5,N/A,25,5.0,10,0,4,92,23.0,35,0,0,0,N/A,N/A,0,1,1
SDGWR002,SDG,2011,1,2,N/A,21,10.5,13,0,0,0,N/A,N/A,0,5,38,7.6,13,0,0,0
CINWR003,CIN,2011,1,1,N/A,41,41.0,41,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR011,TAM,2011,1,4,N/A,44,11.0,18,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,1
NYJWR007,BUF,2011,1,4,N/A,66,16.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR001,BUF,2011,1,2,N/A,3,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR011,ATL,2011,1,5,N/A,71,14.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR019,CLE,2011,1,1,N/A,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR019,SEA,2011,1,4,N/A,83,20.8,55,1,0,0,0,0,0,0,0,0,0,0,0,0
CINWR011,CHI,2011,1,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR017,NYJ,2011,1,0,N/A,0,N/A,N/A,0,0,0,N/A,N/A,0,3,13,4.3,7,0,2,0
NYJWR016,STL,2011,1,1,N/A,21,21.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR002,GNB,2011,1,2,N/A,35,17.5,32,1,2,135,67.5,108,1,1,5,5.0,5,0,0,0
MINWR004,MIN,2011,1,0,N/A,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR014,PIT,2011,1,2,N/A,14,7.0,15,0,3,103,34.3,41,0,2,7,3.5,6,0,0,0
CARWR018,CAR,2011,1,4,N/A,70,17.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR016,PIT,2011,1,2,N/A,20,10.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR009,TEN,2011,1,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR003,SEA,2011,1,1,N/A,8,8.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR015,TAM,2011,1,4,N/A,27,6.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR006,CIN,2011,1,1,N/A,-1,-1.0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
DENWR002,DEN,2011,1,3,N/A,53,17.7,23,0,0,0,N/A,N/A,0,5,128,25.6,90,1,0,0
WASWR007,TAM,2011,1,2,N/A,14,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR004,OAK,2011,1,3,N/A,22,7.3,12,0,0,0,0,0,0,0,0,0,0,0,1,1
SEAWR010,TAM,2011,1,4,N/A,50,12.5,18,1,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR018,ARI,2011,1,2,N/A,21,10.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR012,CHI,2011,1,2,N/A,11,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR014,SFO,2011,1,2,N/A,28,14.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,MIN,2011,1,3,N/A,26,8.7,12,1,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2011,1,6,N/A,100,16.7,29,1,0,0,0,0,0,0,0,0,0,0,1,0
CHIWR003,CHI,2011,1,4,N/A,55,13.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2011,1,3,N/A,62,20.7,34,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR016,HOU,2011,1,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR036,KAN,2011,1,2,N/A,8,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR013,NWE,2011,1,8,N/A,160,20.0,99,2,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR002,ATL,2011,1,8,N/A,61,7.6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2011,1,2,N/A,31,15.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR010,SEA,2011,1,4,N/A,34,8.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR014,SFO,2011,1,3,N/A,27,9.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR008,PHI,2011,1,6,N/A,102,17.0,41,1,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
NWEWR017,DEN,2011,1,6,N/A,89,14.8,20,0,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,0
DETWR008,DET,2011,1,5,N/A,60,12.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR024,WAS,2011,1,6,N/A,76,12.7,22,0,0,0,0,0,0,0,0,0,0,0,0,0
INDWR013,IND,2011,1,7,N/A,106,15.1,36,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR023,NYJ,2011,1,4,N/A,72,18.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR003,GNB,2011,1,4,N/A,41,10.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
PITWR012,PIT,2011,1,5,N/A,67,13.4,31,0,0,0,0,0,0,0,0,0,0,0,0,0
NWEWR013,NWE,2011,1,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR023,CAR,2011,1,8,N/A,178,22.3,77,2,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR016,BAL,2011,1,4,N/A,74,18.5,27,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR006,HOU,2011,1,7,N/A,95,13.6,21,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR007,NWE,2011,1,7,N/A,93,13.3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR002,WAS,2011,1,3,N/A,54,18.0,39,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR021,DET,2011,1,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR019,SDG,2011,1,3,N/A,45,15.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR019,JAC,2011,1,4,N/A,53,13.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR001,GNB,2011,1,1,N/A,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BALWR015,HOU,2011,1,3,N/A,43,14.3,25,0,0,0,N/A,N/A,0,3,91,30.3,79,1,0,0
SDGWR009,NOR,2011,1,5,N/A,70,14.0,31,1,0,0,0,0,0,0,0,0,0,0,0,0
KANWR032,KAN,2011,1,2,N/A,17,8.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR010,CLE,2011,1,1,N/A,13,13.0,13,0,3,91,30.3,51,0,6,58,9.7,21,0,0,0
KANWR031,KAN,2011,1,2,N/A,26,13.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR017,DEN,2011,1,2,N/A,33,16.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR001,CIN,2011,1,4,N/A,44,11.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR011,GNB,2011,1,6,N/A,77,12.8,36,1,0,0,0,0,0,0,0,0,0,0,0,0
DENWR008,DEN,2011,1,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR019,CAR,2011,1,1,N/A,21,21.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR017,SFO,2011,1,0,N/A,0,N/A,N/A,0,4,176,44.0,102,1,5,92,18.4,55,1,0,0
STLWR023,STL,2011,1,1,N/A,5,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR009,GNB,2011,1,7,N/A,89,12.7,22,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR015,BUF,2011,1,0,N/A,0,N/A,N/A,0,1,21,21.0,21,0,0,0,N/A,N/A,0,0,0
NYJWR004,NYJ,2011,1,6,N/A,70,11.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0
TENWR010,TEN,2011,1,6,N/A,67,11.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR005,DET,2011,1,6,N/A,88,14.7,36,2,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR004,PHI,2011,1,3,N/A,40,13.3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR006,CHI,2011,1,3,N/A,60,20.0,53,0,3,53,17.7,23,0,1,14,14.0,14,0,2,0
NORWR012,NOR,2011,1,6,N/A,81,13.5,23,0,0,0,0,0,0,0,0,0,0,0,1,1
CHIWR002,MIA,2011,1,7,N/A,139,19.9,31,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR021,SEA,2011,1,2,N/A,12,6.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
DALWR009,DAL,2011,1,5,N/A,90,18.0,36,1,0,0,0,0,0,0,0,0,0,0,0,0
CARWR004,NYG,2011,1,2,N/A,21,10.5,14,0,0,0,N/A,N/A,0,2,27,13.5,18,0,0,0
WASWR008,WAS,2011,1,0,0,0,0,0,0,2,48,24.0,24,0,4,53,13.3,25,0,0,0
SDGWR011,SDG,2011,1,0,0,0,0,0,0,2,53,26.5,27,0,0,0,N/A,N/A,0,0,0
NYJWR008,MIA,2011,1,0,0,0,0,0,0,6,129,21.5,26,0,0,0,N/A,N/A,0,0,0
JACWR019,JAC,2011,1,0,0,0,0,0,0,0,0,N/A,N/A,0,3,31,10.3,27,0,0,0
TENWR006,TEN,2011,1,0,0,0,0,0,0,0,0,N/A,N/A,0,1,7,7.0,7,0,0,0
DALWR014,DAL,2011,1,0,0,0,0,0,0,0,0,N/A,N/A,0,2,17,8.5,11,0,0,0
TAMWR019,BUF,2011,1,0,0,0,0,0,0,0,0,N/A,N/A,0,4,35,8.8,28,0,0,0
CHIWR011,ATL,2011,1,0,0,0,0,0,0,2,33,16.5,20,0,3,10,3.3,8,0,0,0
DALWR005,TAM,2011,1,0,0,0,0,0,0,0,0,N/A,N/A,0,1,-2,-2.0,-2,0,0,0
NYGWR017,NYG,2011,1,0,0,0,0,0,0,1,21,21.0,21,0,0,0,N/A,N/A,0,0,0
CINWR001,CIN,2011,1,0,0,0,0,0,0,4,92,23.0,35,0,1,15,15.0,15,0,0,0
TAMWR013,TAM,2011,1,0,0,0,0,0,0,1,78,78.0,78,0,0,0,N/A,N/A,0,0,0
CLEWR010,CAR,2011,1,0,0,0,0,0,0,0,0,N/A,N/A,0,4,19,4.8,10,0,0,0
PITWR016,PIT,2011,2,2,N/A,44,22.0,30,0,0,0,N/A,N/A,0,2,8,4.0,8,0,0,0
CLEWR020,CLE,2011,2,3,N/A,45,15.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR001,PIT,2011,2,8,N/A,126,15.8,53,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR004,TEN,2011,2,9,N/A,135,15.0,37,1,0,0,0,0,0,0,0,0,0,0,0,0
DETWR002,JAC,2011,2,3,N/A,29,9.7,19,0,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR005,NYG,2011,2,4,N/A,38,9.5,23,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR015,MIN,2011,2,7,N/A,76,10.9,19,0,1,2,2.0,2,0,0,0,N/A,N/A,0,1,1
NWEWR018,IND,2011,2,3,N/A,24,8.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR012,STL,2011,2,4,N/A,52,13.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR029,DAL,2011,2,2,N/A,50,25.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR030,JAC,2011,2,1,N/A,25,25.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR005,CHI,2011,2,2,N/A,45,22.5,30,0,1,30,30.0,30,0,0,0,N/A,N/A,0,0,0
PHIWR012,PHI,2011,2,13,N/A,171,13.2,43,2,0,0,N/A,N/A,0,0,0,N/A,N/A,0,0,0
MIAWR007,MIA,2011,2,2,N/A,36,18.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
MIAWR008,WAS,2011,2,2,N/A,14,7.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SFOWR023,NYG,2011,2,3,N/A,56,18.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR018,CIN,2011,2,3,N/A,27,9.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR008,ATL,2011,2,2,N/A,19,9.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR015,ARI,2011,2,2,N/A,20,10.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIWR012,CHI,2011,2,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUWR020,NYJ,2011,2,1,N/A,7,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR014,SFO,2011,2,3,N/A,35,11.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR019,NOR,2011,2,1,N/A,14,14.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR001,MIA,2011,2,2,N/A,42,21.0,41,0,0,0,N/A,N/A,0,1,8,8.0,8,0,0,0
NYJWR018,OAK,2011,2,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR005,BUF,2011,2,8,N/A,96,12.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0
WASWR003,IND,2011,2,3,N/A,28,9.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR017,KAN,2011,2,4,N/A,-2,-0.5,6,0,3,69,23.0,35,0,0,0,N/A,N/A,0,1,1
SEAWR003,SEA,2011,2,2,N/A,12,6.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ATLWR011,ATL,2011,2,2,N/A,29,14.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DETWR010,DET,2011,2,5,N/A,89,17.8,43,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR003,CIN,2011,2,10,N/A,124,12.4,26,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR008,STL,2011,2,3,N/A,122,40.7,68,1,0,0,0,0,0,0,0,0,0,0,0,0
NYGWR002,NYG,2011,2,2,N/A,17,8.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEWR019,CLE,2011,2,4,N/A,38,9.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
GNBWR002,GNB,2011,2,2,N/A,25,12.5,13,0,2,48,24.0,30,0,0,0,N/A,N/A,0,1,1
SEAWR019,SEA,2011,2,1,N/A,4,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CINWR011,CHI,2011,2,3,N/A,33,11.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
OAKWR020,OAK,2011,2,5,N/A,146,29.2,50,1,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR016,STL,2011,2,4,N/A,27,6.8,17,0,0,0,N/A,N/A,0,2,29,14.5,29,0,2,1
DETWR018,SEA,2011,2,3,N/A,30,10.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR002,SDG,2011,2,1,N/A,6,6.0,6,0,0,0,N/A,N/A,0,1,-2,-2.0,-2,0,0,0
TAMWR011,TAM,2011,2,6,N/A,98,16.3,51,0,3,70,23.3,30,0,2,27,13.5,16,0,0,0
DENWR002,DEN,2011,2,5,N/A,113,22.6,52,2,0,0,N/A,N/A,0,0,0,N/A,N/A,0,1,1
ARIWR018,ARI,2011,2,3,N/A,30,10.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
JACWR006,CIN,2011,2,3,N/A,15,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CARWR018,CAR,2011,2,4,N/A,49,12.3,32,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIWR008,PHI,2011,2,2,N/A,21,10.5,11,0,0,0,N/A,N/A,0,3,6,2.0,8,0,0,0
SEAWR010,TAM,2011,2,1,N/A,-4,-4.0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
WASWR007,TAM,2011,2,4,N/A,42,10.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0
BUFWR001,BUF,2011,2,4,N/A,24,6.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR007,BUF,2011,2,10,N/A,83,8.3,15,1,0,0,0,0,0,0,0,0,0,0,0,0
TENWR006,TEN,2011,2,2,N/A,9,4.5,5,0,0,0,N/A,N/A,0,3,17,5.7,7,0,0,0
SFOWR017,SFO,2011,2,1,N/A,12,12.0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
PITWR014,PIT,2011,2,4,N/A,67,16.8,19,0,1,23,23.0,23,0,4,56,14.0,41,0,0,0
TAMWR015,TAM,2011,2,1,N/A,25,25.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0
SDGWR014,TEN,2011,2,3,N/A,22,7.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR021,MIN,2011,2,1,N/A,17,17.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
DENWR013,NWE,2011,2,7,N/A,81,11.6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
NORWR017,NOR,2011,2,3,N/A,103,34.3,79,1,0,0,0,0,0,0,0,0,0,0,0,0
MINWR025,MIN,2011,2,3,N/A,29,9.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ARIWR019,ARI,2011,2,7,N/A,133,19.0,73,1,0,0,0,0,0,0,0,0,0,0,0,0
BALWR010,BAL,2011,2,2,N/A,45,22.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0
MINWR001,CIN,2011,2,4,N/A,136,34.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR014,SFO,2011,2,1,N/A,21,21.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMWR016,SDG,2011,2,10,N/A,172,17.2,29,2,0,0,0,0,0,0,0,0,0,0,0,0
NYJWR010,CLE,2011,2,3,N/A,41,13.7,25,0,2,80,40.0,52,0,2,52,26.0,43,0,0,0
TAMWR019,BUF,2011,2,1,N/A,16,16.0,16,0,0,0,N/A,N/A,0,1,11,11.0,11,0,0,0
ATLWR002,ATL,2011,2,3,N/A,23,7.7,17,1,0,0,0,0,0,0,0,0,0,0,0,0
SEAWR010,SEA,2011,2,1,N/A,9,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
KANWR033,KAN,2011,2,1,N/A,6,6.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
