STATS,,,,,,,,,,,,,,,,,,,,,
PID,TID,Season,Week,K_0_19_Att,K_0_19_made,K_20_29_Att,K_20_29_made,K_30_39_Att, K_30_39_made,K_40_49_Att,K_40_49_made, K_50_Att, K_50_made,K_FGM,K_FGA,K_FG_Pct,K_Lng,K_XPM,K_XPA,K_XP_Pct,K_Pts
ARIKK001,ARI,2011,9,0,0,1,1,1,1,0,0,0,0,2,2,100.0,38,1,1,100.0,7
WASKK004,BAL,2011,9,1,1,0,0,0,0,1,2,1,1,3,4,75.0,51,2,2,100.0,11
CINKK003,CIN,2011,9,0,0,0,0,1,1,0,0,0,0,1,1,100.0,36,3,3,100.0,6
TENKK002,TEN,2011,9,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,2,2,100.0,5
NYGKK001,NYG,2011,9,0,0,1,1,0,0,0,0,0,0,1,1,100.0,22,3,3,100.0,6
NYGKK003,STL,2011,9,0,0,0,0,1,1,2,3,0,0,3,4,75.0,48,0,0,N/A,9
ATLKK003,ATL,2011,9,0,0,1,1,0,0,0,0,0,0,1,1,100.0,20,4,4,100.0,7
NORKK002,NOR,2011,9,0,0,1,1,1,1,0,1,0,0,2,3,66.7,34,3,3,100.0,9
NWEKK001,NWE,2011,10,0,0,1,1,1,1,0,0,1,1,3,3,100.0,50,4,4,100.0,13
NYJKK001,NYJ,2011,10,0,0,0,1,0,0,0,0,0,0,0,1,0.0,N/A,2,2,100.0,2
GNBKK001,GNB,2011,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,25,6,6,100.0,9
PITKK001,PIT,2011,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,39,3,3,100.0,6
CHIKK002,CHI,2011,10,0,0,0,0,1,1,1,2,1,1,3,4,75.0,50,4,4,100.0,13
TENKK002,TEN,2011,10,0,0,0,0,2,2,1,1,0,0,3,3,100.0,49,3,3,100.0,12
SDGKK002,SDG,2011,10,0,0,1,1,0,0,0,1,0,0,1,2,50.0,20,2,2,100.0,5
DENKK001,DEN,2011,10,0,0,0,0,1,1,0,1,0,0,1,2,50.0,38,2,2,100.0,5
BUFKK003,MIA,2011,10,0,0,2,2,0,0,0,1,0,0,2,3,66.7,28,2,2,100.0,8
PHIKK001,PHI,2011,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,36,2,2,100.0,5
DALKK002,DAL,2011,10,0,0,0,0,2,2,1,1,0,0,3,3,100.0,45,5,5,100.0,14
CARKK003,WAS,2011,10,0,0,2,2,0,0,1,2,0,1,3,5,60.0,47,0,0,N/A,9
KANKK001,KAN,2011,10,0,0,0,0,1,1,0,0,0,0,1,1,100.0,32,1,1,100.0,4
SEAKK001,SEA,2011,10,0,0,1,1,4,4,0,0,0,0,5,5,100.0,39,1,1,100.0,16
TAMKK004,TAM,2011,10,0,0,0,0,0,0,0,0,1,1,1,1,100.0,55,0,0,N/A,3
BUFKK001,BUF,2011,10,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,1,100.0,1
CINKK003,CIN,2011,10,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,2,2,100.0,5
SFOKK003,CLE,2011,10,0,0,1,2,1,1,2,2,0,0,4,5,80.0,44,0,0,N/A,12
DETKK001,SFO,2011,10,0,0,1,1,2,2,0,0,1,1,4,4,100.0,52,1,1,100.0,13
MINKK002,MIN,2011,10,0,0,0,0,0,0,0,0,0,1,0,1,0.0,N/A,1,1,100.0,1
CHIKK001,CAR,2011,10,0,0,1,1,0,0,0,0,0,1,1,2,50.0,29,0,0,N/A,3
DETKK002,DET,2011,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,35,1,1,100.0,7
INDKK002,IND,2011,10,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,0,0,N/A,3
OAKKK001,OAK,2011,10,0,0,1,1,0,0,0,0,0,0,1,1,100.0,23,3,3,100.0,6
HOUKK002,HOU,2011,10,0,0,1,1,0,1,0,0,0,0,1,2,50.0,22,4,5,80.0,7
JACKK001,JAC,2011,10,0,0,0,0,0,0,1,2,0,0,1,2,50.0,44,2,2,100.0,5
NYGKK001,NYG,2011,10,0,0,2,2,0,0,0,0,0,0,2,2,100.0,25,2,2,100.0,8
NYGKK003,STL,2011,10,0,0,1,1,1,1,0,0,0,0,2,2,100.0,34,1,1,100.0,7
ATLKK003,ATL,2011,10,0,0,2,2,1,1,0,1,0,0,3,4,75.0,36,2,2,100.0,11
ARIKK001,ARI,2011,10,0,0,0,0,0,1,0,1,0,0,0,2,0.0,0,3,3,100.0,3
WASKK004,BAL,2011,10,0,0,0,0,1,1,0,0,0,2,1,3,33.3,35,2,2,100.0,5
NORKK002,NOR,2011,10,0,0,1,1,0,0,2,3,1,1,4,5,80.0,52,2,2,100.0,14
NYJKK001,NYJ,2011,11,0,0,1,1,0,0,1,1,0,2,2,4,50.0,45,1,1,100.0,7
GNBKK001,GNB,2011,11,0,0,0,1,0,0,0,0,0,0,0,1,0.0,N/A,5,5,100.0,5
NWEKK001,NWE,2011,11,1,1,1,1,0,0,0,0,0,0,2,2,100.0,21,4,4,100.0,10
CHIKK002,CHI,2011,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,4,4,100.0,7
TENKK002,TEN,2011,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,46,2,2,100.0,5
SDGKK002,SDG,2011,11,0,0,1,1,0,0,1,1,0,1,2,3,66.7,48,2,2,100.0,8
DENKK001,DEN,2011,11,0,0,0,0,1,1,0,0,0,0,1,1,100.0,37,2,2,100.0,5
SEAKK001,SEA,2011,11,1,1,0,0,0,0,0,0,0,0,1,1,100.0,19,3,3,100.0,6
PHIKK001,PHI,2011,11,0,0,0,0,1,1,0,0,0,0,1,1,100.0,33,2,2,100.0,5
DALKK002,DAL,2011,11,0,0,0,0,2,2,0,0,0,0,2,2,100.0,39,3,3,100.0,9
CARKK003,WAS,2011,11,0,0,0,0,0,0,1,2,0,1,1,3,33.3,40,3,3,100.0,6
KANKK001,KAN,2011,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,26,0,0,N/A,3
TAMKK004,TAM,2011,11,0,0,1,1,1,1,0,0,0,0,2,2,100.0,32,2,2,100.0,8
BUFKK001,BUF,2011,11,0,0,0,0,1,1,0,0,1,1,2,2,100.0,56,0,0,N/A,6
CINKK003,CIN,2011,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,27,3,3,100.0,6
DETKK001,SFO,2011,11,0,0,2,2,0,1,1,3,0,0,3,6,50.0,43,2,2,100.0,11
OAKKK001,OAK,2011,11,0,0,2,2,0,0,0,1,0,0,2,3,66.7,29,3,3,100.0,9
SFOKK003,CLE,2011,11,0,0,0,0,0,1,0,0,0,0,0,1,0.0,N/A,2,2,100.0,2
MINKK002,MIN,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,3,3,100.0,3
CHIKK001,CAR,2011,11,0,0,1,1,1,1,0,0,0,0,2,2,100.0,31,3,3,100.0,9
ARIKK001,ARI,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1,1,100.0,1
NORKK004,MIA,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,5,5,100.0,5
JACKK001,JAC,2011,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,1,1,100.0,4
NYGKK001,NYG,2011,11,0,0,0,0,0,0,1,1,0,0,1,1,100.0,48,1,1,100.0,4
NYGKK003,STL,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1,1,100.0,1
ATLKK003,ATL,2011,11,1,1,1,1,1,1,0,0,0,0,3,3,100.0,33,2,2,100.0,11
WASKK004,BAL,2011,11,0,0,1,1,0,0,0,0,0,0,1,1,100.0,22,4,4,100.0,7
DETKK002,DET,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,7,7,100.0,7
PITKK001,PIT,2011,12,0,0,1,1,0,0,1,1,0,0,2,2,100.0,49,1,1,100.0,7
NWEKK001,NWE,2011,12,0,0,0,0,0,1,1,1,0,0,1,2,50.0,45,5,5,100.0,8
NYJKK001,NYJ,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,4,100.0,4
CHIKK002,CHI,2011,12,0,0,0,0,0,0,0,0,2,2,2,2,100.0,53,2,2,100.0,8
SDGKK002,SDG,2011,12,0,0,1,1,0,0,0,1,1,2,2,4,50.0,53,1,1,100.0,7
BUFKK001,BUF,2011,12,0,0,0,0,0,0,0,0,1,1,1,1,100.0,53,3,3,100.0,6
TENKK002,TEN,2011,12,0,0,0,0,2,2,0,1,1,1,3,4,75.0,52,2,2,100.0,11
GNBKK001,GNB,2011,12,0,0,0,0,2,2,0,0,0,0,2,2,100.0,35,3,3,100.0,9
DENKK001,DEN,2011,12,0,0,1,1,1,1,1,1,0,0,3,3,100.0,41,1,1,100.0,10
PHIKK001,PHI,2011,12,0,0,1,1,0,0,1,1,0,0,2,2,100.0,43,2,2,100.0,8
DALKK002,DAL,2011,12,0,0,1,1,1,1,0,0,0,0,2,2,100.0,32,2,2,100.0,8
CARKK003,WAS,2011,12,0,0,1,2,0,0,0,0,0,0,1,2,50.0,25,2,3,66.7,5
KANKK001,KAN,2011,12,0,0,0,0,0,0,3,3,0,0,3,3,100.0,49,0,0,N/A,9
SEAKK001,SEA,2011,12,0,0,0,0,1,1,0,0,0,1,1,2,50.0,36,2,2,100.0,5
TAMKK004,TAM,2011,12,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,2,2,100.0,5
CINKK003,CIN,2011,12,0,0,2,2,0,0,1,1,0,0,3,3,100.0,40,2,2,100.0,11
NYGKK001,NYG,2011,12,0,0,0,0,0,0,1,1,0,1,1,2,50.0,42,3,3,100.0,6
SFOKK003,CLE,2011,12,0,0,0,0,1,1,0,0,1,2,2,3,66.7,54,2,2,100.0,8
DETKK001,SFO,2011,12,0,0,0,0,0,0,1,1,1,1,2,2,100.0,52,0,0,N/A,6
MINKK002,MIN,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
CHIKK001,CAR,2011,12,0,0,0,0,0,0,2,3,0,0,2,3,66.7,41,3,3,100.0,9
DETKK002,DET,2011,12,0,0,0,0,0,0,0,1,0,0,0,1,0.0,N/A,1,1,100.0,1
INDKK002,IND,2011,12,0,0,0,0,1,1,1,1,0,0,2,2,100.0,43,1,1,100.0,7
OAKKK001,OAK,2011,12,1,1,0,0,1,1,4,4,0,0,6,6,100.0,47,1,1,100.0,19
HOUKK002,HOU,2011,12,0,0,0,0,1,1,0,0,1,1,2,2,100.0,53,2,2,100.0,8
NYGKK003,STL,2011,12,0,0,0,0,1,1,1,1,0,1,2,3,66.7,48,2,2,100.0,8
JACKK001,JAC,2011,12,0,0,1,1,1,1,0,0,0,1,2,3,66.7,35,1,1,100.0,7
ATLKK003,ATL,2011,12,0,0,0,0,1,1,0,0,0,0,1,1,100.0,37,3,3,100.0,6
WASKK004,BAL,2011,12,0,0,1,1,2,2,0,0,0,0,3,3,100.0,39,1,1,100.0,10
ARIKK001,ARI,2011,12,0,0,2,2,1,1,0,0,0,0,3,3,100.0,37,2,2,100.0,11
NORKK004,MIA,2011,12,0,0,4,4,0,0,0,1,0,0,4,5,80.0,28,1,1,100.0,13
NORKK002,NOR,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,7,7,100.0,7
NWEKK001,NWE,2011,13,0,0,0,0,1,1,0,0,0,0,1,1,100.0,39,4,4,100.0,7
NYJKK001,NYJ,2011,13,0,0,0,0,0,0,1,2,1,1,2,3,66.7,51,4,4,100.0,10
GNBKK001,GNB,2011,13,0,0,0,0,1,1,0,1,0,0,1,2,50.0,31,5,5,100.0,8
PITKK001,PIT,2011,13,0,0,0,0,0,0,0,0,0,1,0,1,0.0,N/A,5,5,100.0,5
CHIKK002,CHI,2011,13,0,0,0,0,1,1,0,1,0,0,1,2,50.0,32,0,0,N/A,3
TENKK002,TEN,2011,13,0,0,1,1,0,0,2,2,0,0,3,3,100.0,48,2,2,100.0,11
SDGKK002,SDG,2011,13,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,5,5,100.0,8
DENKK001,DEN,2011,13,0,0,1,1,0,0,1,1,0,0,2,2,100.0,46,3,3,100.0,9
BUFKK003,MIA,2011,13,0,0,0,0,1,1,1,1,0,0,2,2,100.0,48,4,4,100.0,10
PHIKK001,PHI,2011,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
DALKK002,DAL,2011,13,0,0,0,0,1,1,0,1,1,2,2,4,50.0,50,1,1,100.0,7
CARKK003,WAS,2011,13,0,0,1,1,1,1,2,2,0,0,4,4,100.0,46,1,1,100.0,13
KANKK001,KAN,2011,13,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,1,1,100.0,4
SEAKK001,SEA,2011,13,0,0,0,0,0,0,1,1,0,0,1,1,100.0,49,4,4,100.0,7
TAMKK004,TAM,2011,13,0,0,0,0,0,0,3,3,1,1,4,4,100.0,50,1,1,100.0,13
BUFKK001,BUF,2011,13,0,0,1,1,0,0,0,0,0,0,1,1,100.0,27,2,2,100.0,5
CINKK003,CIN,2011,13,0,0,0,0,0,1,0,0,0,0,0,1,0.0,N/A,1,1,100.0,1
SFOKK003,CLE,2011,13,0,0,1,1,0,0,0,0,0,0,1,1,100.0,21,1,1,100.0,4
DETKK001,SFO,2011,13,1,1,1,1,2,2,0,0,0,0,4,4,100.0,36,2,2,100.0,14
MINKK002,MIN,2011,13,0,0,1,1,1,1,1,1,0,0,3,3,100.0,40,3,3,100.0,12
CHIKK001,CAR,2011,13,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,5,5,100.0,8
DETKK002,DET,2011,13,0,0,0,0,1,1,0,1,0,1,1,3,33.3,31,2,2,100.0,5
INDKK002,IND,2011,13,0,0,0,0,1,1,0,0,0,0,1,1,100.0,31,3,3,100.0,6
OAKKK001,OAK,2011,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
HOUKK002,HOU,2011,13,0,0,0,0,0,0,1,1,0,1,1,2,50.0,43,2,2,100.0,5
JACKK001,JAC,2011,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
NYGKK001,NYG,2011,13,0,0,0,0,1,1,0,0,1,1,2,2,100.0,50,3,3,100.0,9
NYGKK003,STL,2011,13,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0,0,N/A,0
ATLKK003,ATL,2011,13,1,1,0,0,0,0,0,0,0,0,1,1,100.0,19,1,1,100.0,4
ARIKK001,ARI,2011,13,0,0,1,1,0,0,1,1,0,0,2,2,100.0,48,1,1,100.0,7
WASKK004,BAL,2011,13,0,0,1,1,0,1,0,1,0,0,1,3,33.3,21,3,3,100.0,6
NORKK002,NOR,2011,13,0,0,0,0,1,1,0,0,0,0,1,1,100.0,39,4,4,100.0,7
NWEKK001,NWE,2011,14,0,0,2,2,0,0,0,0,0,0,2,2,100.0,24,4,4,100.0,10
NYJKK001,NYJ,2011,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,5,5,100.0,5
GNBKK001,GNB,2011,14,0,0,0,0,3,3,1,1,0,0,4,4,100.0,49,4,5,80.0,16
PITKK001,PIT,2011,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
CHIKK002,CHI,2011,14,0,0,0,0,0,0,0,0,1,1,1,1,100.0,57,1,1,100.0,4
TENKK002,TEN,2011,14,0,0,0,0,0,0,1,1,0,0,1,1,100.0,43,2,2,100.0,5
SDGKK002,SDG,2011,14,0,0,0,0,0,0,1,1,0,0,1,1,100.0,47,4,5,80.0,7
DENKK001,DEN,2011,14,0,0,0,1,0,0,0,0,2,2,2,3,66.7,59,1,1,100.0,7
BUFKK003,MIA,2011,14,0,0,1,1,0,0,0,0,0,1,1,2,50.0,22,1,1,100.0,4
PHIKK001,PHI,2011,14,0,0,0,0,0,0,1,1,0,0,1,1,100.0,40,3,3,100.0,6
DALKK002,DAL,2011,14,0,0,0,0,0,0,2,3,0,0,2,3,66.7,49,4,4,100.0,10
CARKK003,WAS,2011,14,0,0,2,2,0,0,0,0,0,0,2,2,100.0,25,3,3,100.0,9
KANKK001,KAN,2011,14,0,0,0,0,0,0,0,0,1,1,1,1,100.0,53,1,1,100.0,4
SEAKK001,SEA,2011,14,0,0,1,1,0,1,2,2,0,0,3,4,75.0,48,3,3,100.0,12
TAMKK004,TAM,2011,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
BUFKK001,BUF,2011,14,0,0,0,0,1,1,0,0,0,1,1,2,50.0,37,1,1,100.0,4
CINKK003,CIN,2011,14,0,0,2,2,0,0,2,2,0,0,4,4,100.0,49,1,1,100.0,13
SFOKK003,CLE,2011,14,0,0,1,1,0,0,0,0,0,0,1,1,100.0,20,0,0,N/A,3
DETKK001,SFO,2011,14,0,0,3,3,0,0,1,1,0,1,4,5,80.0,46,1,1,100.0,13
MINKK002,MIN,2011,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,4,100.0,4
CHIKK001,CAR,2011,14,0,0,0,0,0,1,0,0,0,0,0,1,0.0,N/A,3,3,100.0,3
DETKK002,DET,2011,14,0,0,1,1,1,1,0,0,0,0,2,2,100.0,30,4,4,100.0,10
INDKK002,IND,2011,14,0,0,1,1,0,0,0,0,0,0,1,1,100.0,22,1,1,100.0,4
OAKKK001,OAK,2011,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
HOUKK002,HOU,2011,14,0,0,0,0,1,1,1,2,0,0,2,3,66.7,46,2,2,100.0,8
JACKK001,JAC,2011,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,5,5,100.0,5
NYGKK001,NYG,2011,14,0,0,2,2,0,0,0,0,0,0,2,2,100.0,26,3,3,100.0,9
NYGKK003,STL,2011,14,0,0,1,1,0,0,1,1,0,0,2,2,100.0,46,1,1,100.0,7
ATLKK003,ATL,2011,14,0,0,0,0,1,1,0,1,0,0,1,2,50.0,30,4,4,100.0,7
ARIKK001,ARI,2011,14,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,3,3,100.0,3
WASKK004,BAL,2011,14,0,0,0,0,1,1,0,0,0,0,1,1,100.0,36,3,3,100.0,6
NORKK002,NOR,2011,14,0,0,3,3,0,0,0,0,0,0,3,3,100.0,29,1,1,100.0,10
NWEKK001,NWE,2011,15,0,0,1,1,1,1,0,0,0,0,2,2,100.0,34,5,5,100.0,11
NYJKK001,NYJ,2011,15,0,0,1,1,1,1,0,0,0,0,2,2,100.0,39,1,1,100.0,7
GNBKK001,GNB,2011,15,0,0,0,0,0,0,0,0,0,1,0,1,0.0,N/A,2,2,100.0,2
PITKK001,PIT,2011,15,0,0,0,0,0,0,0,1,1,1,1,2,50.0,51,0,0,N/A,3
CHIKK002,CHI,2011,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
TENKK002,TEN,2011,15,0,0,1,1,0,0,0,0,1,1,2,2,100.0,53,1,1,100.0,7
SDGKK002,SDG,2011,15,0,0,1,1,0,1,1,1,0,0,2,3,66.7,45,4,4,100.0,10
DENKK001,DEN,2011,15,0,0,1,1,0,0,0,0,0,0,1,1,100.0,26,2,2,100.0,5
BUFKK003,MIA,2011,15,0,0,3,3,0,0,0,0,0,0,3,3,100.0,26,3,3,100.0,12
PHIKK001,PHI,2011,15,0,0,1,1,0,0,0,0,0,0,1,1,100.0,28,6,6,100.0,9
DALKK002,DAL,2011,15,0,0,0,0,1,1,0,0,0,0,1,1,100.0,30,4,4,100.0,7
CARKK003,WAS,2011,15,0,0,1,1,1,1,1,1,0,0,3,3,100.0,43,2,2,100.0,11
KANKK001,KAN,2011,15,1,1,1,1,1,1,1,1,0,0,4,4,100.0,46,1,1,100.0,13
SEAKK001,SEA,2011,15,0,0,0,0,1,1,0,0,0,0,1,1,100.0,33,5,5,100.0,8
TAMKK004,TAM,2011,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1,1,100.0,1
BUFKK001,BUF,2011,15,0,0,0,1,1,1,0,0,0,0,1,2,50.0,34,2,2,100.0,5
CINKK003,CIN,2011,15,0,0,1,1,0,0,1,1,0,0,2,2,100.0,41,2,2,100.0,8
SFOKK003,CLE,2011,15,0,0,0,0,0,0,1,1,0,0,1,1,100.0,44,2,2,100.0,5
DETKK001,SFO,2011,15,0,0,1,1,1,1,0,0,0,0,2,2,100.0,38,2,2,100.0,8
MINKK002,MIN,2011,15,0,0,0,0,0,0,2,2,0,0,2,2,100.0,49,2,2,100.0,8
CHIKK001,CAR,2011,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,4,100.0,4
DETKK002,DET,2011,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,4,100.0,4
INDKK002,IND,2011,15,0,0,0,0,0,0,2,2,0,0,2,2,100.0,47,3,3,100.0,9
OAKKK001,OAK,2011,15,0,0,0,0,0,0,1,1,1,2,2,3,66.7,51,3,3,100.0,9
HOUKK002,HOU,2011,15,0,0,1,1,1,1,0,1,0,0,2,3,66.7,34,1,1,100.0,7
JACKK001,JAC,2011,15,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
NYGKK001,NYG,2011,15,0,0,0,0,0,0,1,2,0,0,1,2,50.0,40,1,1,100.0,4
NYGKK003,STL,2011,15,0,0,1,1,0,0,1,2,0,0,2,3,66.7,43,1,1,100.0,7
ATLKK003,ATL,2011,15,0,0,0,0,2,2,0,0,0,0,2,2,100.0,33,5,5,100.0,11
ARIKK001,ARI,2011,15,0,0,1,1,1,1,0,0,0,0,2,2,100.0,33,2,2,100.0,8
WASKK004,BAL,2011,15,0,0,0,0,0,1,0,0,0,0,0,1,0.0,N/A,2,2,100.0,2
NORKK002,NOR,2011,15,0,0,0,0,0,0,0,0,0,1,0,1,0.0,N/A,6,6,100.0,6
NWEKK001,NWE,2011,16,0,0,0,0,0,0,2,2,0,1,2,3,66.7,45,3,3,100.0,9
NYJKK001,NYJ,2011,16,0,0,0,0,0,0,0,1,0,0,0,1,0.0,N/A,2,2,100.0,2
GNBKK001,GNB,2011,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,5,5,100.0,5
PITKK001,PIT,2011,16,0,0,1,1,0,0,1,1,0,0,2,2,100.0,49,3,3,100.0,9
CHIKK002,CHI,2011,16,0,0,0,0,2,2,0,1,0,0,2,3,66.7,35,1,1,100.0,7
TENKK002,TEN,2011,16,0,0,0,0,1,1,0,0,2,2,3,3,100.0,51,2,2,100.0,11
SDGKK002,SDG,2011,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,22,1,1,100.0,4
DENKK001,DEN,2011,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
BUFKK003,MIA,2011,16,0,0,0,0,0,0,1,1,0,0,1,1,100.0,47,3,3,100.0,6
PHIKK001,PHI,2011,16,0,0,0,0,0,0,1,1,1,1,2,2,100.0,51,2,2,100.0,8
DALKK002,DAL,2011,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1,1,100.0,1
CARKK003,WAS,2011,16,0,0,2,2,0,0,1,1,1,1,4,4,100.0,53,2,2,100.0,14
KANKK001,KAN,2011,16,0,0,2,2,0,0,0,2,0,0,2,4,50.0,23,1,1,100.0,7
SEAKK001,SEA,2011,16,1,1,0,0,0,0,0,0,0,0,1,1,100.0,19,2,2,100.0,5
TAMKK004,TAM,2011,16,0,0,0,0,0,0,1,1,0,0,1,1,100.0,42,1,1,100.0,4
BUFKK001,BUF,2011,16,0,0,4,4,0,1,0,1,0,0,4,6,66.7,29,4,4,100.0,16
CINKK003,CIN,2011,16,0,0,1,1,1,2,1,2,0,0,3,5,60.0,41,2,2,100.0,11
SFOKK003,CLE,2011,16,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,2,2,100.0,2
DETKK001,SFO,2011,16,0,0,1,1,1,1,1,1,1,2,4,5,80.0,53,1,1,100.0,13
MINKK002,MIN,2011,16,0,0,1,1,1,1,0,1,0,0,2,3,66.7,36,3,4,75.0,9
CHIKK001,CAR,2011,16,1,1,1,1,0,0,0,0,0,0,2,2,100.0,21,6,6,100.0,12
DETKK002,DET,2011,16,0,0,0,0,0,0,0,0,1,1,1,1,100.0,50,5,5,100.0,8
INDKK002,IND,2011,16,0,0,1,1,2,2,1,2,0,0,4,5,80.0,47,1,1,100.0,13
OAKKK001,OAK,2011,16,0,0,1,1,2,2,0,0,0,1,3,4,75.0,36,1,1,100.0,10
HOUKK002,HOU,2011,16,0,0,0,0,2,2,1,1,0,0,3,3,100.0,44,1,1,100.0,10
JACKK001,JAC,2011,16,0,0,0,0,1,1,0,0,0,0,1,1,100.0,39,2,2,100.0,5
NYGKK001,NYG,2011,16,0,0,1,1,1,1,0,0,0,0,2,2,100.0,36,3,3,100.0,9
NYGKK003,STL,2011,16,0,0,0,0,0,1,0,0,0,1,0,2,0.0,N/A,0,0,N/A,0
ATLKK003,ATL,2011,16,0,0,0,0,2,2,0,0,1,1,3,3,100.0,51,1,1,100.0,10
ARIKK001,ARI,2011,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,1,1,100.0,4
NORKK004,BAL,2011,16,0,0,0,0,0,0,2,2,0,0,2,2,100.0,48,2,2,100.0,8
NORKK002,NOR,2011,16,0,0,1,1,0,0,0,0,0,0,1,1,100.0,29,6,6,100.0,9
NYJKK001,NYJ,2011,17,0,0,0,0,1,1,0,0,0,0,1,1,100.0,31,2,2,100.0,5
GNBKK001,GNB,2011,17,0,0,1,1,0,0,0,1,0,0,1,2,50.0,22,6,6,100.0,9
DENKK001,DEN,2011,17,0,0,0,0,1,1,0,0,0,0,1,1,100.0,38,0,0,N/A,3
NWEKK001,NWE,2011,17,0,0,1,1,0,0,1,1,0,0,2,2,100.0,47,5,5,100.0,11
PITKK001,PIT,2011,17,1,1,1,1,0,0,0,1,0,0,2,3,66.7,29,1,1,100.0,7
SDGKK002,SDG,2011,17,0,0,0,0,0,0,0,1,1,1,1,2,50.0,51,5,5,100.0,8
CHIKK002,CHI,2011,17,0,0,1,1,0,0,0,0,0,0,1,1,100.0,27,2,2,100.0,5
BUFKK002,BUF,2011,17,0,0,0,0,0,0,0,1,0,0,0,1,0.0,N/A,3,3,100.0,3
BUFKK003,MIA,2011,17,0,0,0,0,0,0,3,3,1,1,4,4,100.0,58,1,1,100.0,13
PHIKK001,PHI,2011,17,0,0,1,1,1,1,0,0,0,0,2,2,100.0,35,4,4,100.0,10
DALKK002,DAL,2011,17,0,0,0,0,0,0,0,0,0,1,0,1,0.0,N/A,2,2,100.0,2
CARKK003,WAS,2011,17,0,0,1,1,0,1,0,0,0,0,1,2,50.0,27,1,1,100.0,4
KANKK001,KAN,2011,17,0,0,0,0,0,0,0,1,0,0,0,1,0.0,N/A,1,1,100.0,1
SEAKK001,SEA,2011,17,0,0,1,2,0,0,1,1,0,0,2,3,66.7,43,2,2,100.0,8
TAMKK004,TAM,2011,17,0,0,0,0,0,0,1,1,0,0,1,1,100.0,41,1,1,100.0,4
TENKK002,TEN,2011,17,0,0,1,1,1,1,1,1,0,0,3,3,100.0,43,2,2,100.0,11
CINKK003,CIN,2011,17,0,0,1,1,0,1,2,2,0,0,3,4,75.0,46,1,1,100.0,10
SFOKK003,CLE,2011,17,0,0,1,1,0,0,2,2,0,0,3,3,100.0,49,0,0,N/A,9
DETKK001,SFO,2011,17,0,0,0,0,1,1,1,2,0,0,2,3,66.7,42,4,4,100.0,10
